User_ID,Country,Device_Type,Traffic_Source,Time_Spent_Minutes,Pages_Viewed,Added_to_Cart,Purchased,Price
3892.0,UK,Tablet,Paid Ads,7.06,2.0,1.0,1.0,454.56
3026.0,India,Tablet,Social,,11.0,1.0,1.0,93.71
3306.0,india,desktop,Organic,0.33,5.0,0.0,1.0,122.37
4744.0,India,desktop,Social,2.54,6.0,0.0,1.0,
1901.0,India,Mobile,Organic,0.45,,,1.0,150.78
1689.0,Uk,Desktop,Referral,2.24,14.0,,0.0,380.72
3039.0,,Tablet,Paid Ads,4.23,7.0,1.0,,172.39
1009.0,India,desktop,Referral,10.55,12.0,1.0,1.0,492.99
1260.0,Uk,Tablet,Social,1.66,17.0,0.0,0.0,430.1
2942.0,Uk,mobile,Paid Ads,4.88,4.0,0.0,0.0,448.2
2673.0,india,Tablet,Referral,0.9,10.0,1.0,0.0,36.51
3219.0,Uk,Desktop,Referral,2.18,1.0,1.0,0.0,92.27
3945.0,india,Desktop,Paid Ads,14.71,4.0,0.0,1.0,88.84
3060.0,india,Tablet,Paid Ads,6.88,13.0,0.0,0.0,337.62
2191.0,IND,mobile,Social,3.95,6.0,0.0,1.0,10.9
4713.0,India,Desktop,Organic,1.45,15.0,1.0,1.0,404.18
2619.0,USA,desktop,Organic,2.39,14.0,0.0,1.0,275.79
1320.0,india,Tablet,Paid Ads,0.85,3.0,,1.0,285.32
2342.0,India,mobile,Organic,2.18,19.0,0.0,0.0,270.98
2636.0,UK,desktop,Social,0.82,6.0,1.0,1.0,270.0
3376.0,Uk,Tablet,Organic,7.93,2.0,0.0,0.0,102.95
3832.0,usa,mobile,Paid Ads,0.42,9.0,0.0,0.0,145.17
3824.0,india,,Social,1.05,13.0,,,246.37
2994.0,Uk,Desktop,Paid Ads,5.87,18.0,0.0,1.0,340.53
3958.0,Uk,Tablet,Social,11.64,12.0,1.0,1.0,139.62
2943.0,Uk,Tablet,Social,16.7,4.0,,1.0,404.04
4621.0,Uk,Desktop,Paid Ads,9.04,7.0,1.0,1.0,406.24
3038.0,Uk,Mobile,Referral,1.19,12.0,0.0,0.0,
4490.0,india,desktop,Paid Ads,1.68,11.0,0.0,0.0,282.23
4677.0,UK,Desktop,Social,10.23,7.0,0.0,1.0,177.72
2118.0,USA,Tablet,Paid Ads,11.01,10.0,0.0,1.0,99.39
4888.0,,desktop,Paid Ads,5.12,9.0,0.0,1.0,
2604.0,Uk,desktop,Social,94.0,2.0,0.0,,9915.599999999999
3365.0,Uk,Mobile,Organic,1.27,5.0,1.0,,285.03
1235.0,IND,Tablet,Social,9.56,10.0,1.0,1.0,457.4
2969.0,UK,mobile,Paid Ads,1.15,14.0,1.0,0.0,322.87
,UK,Mobile,Social,5.42,16.0,1.0,0.0,285.03
2908.0,india,Mobile,Social,17.2,2.0,1.0,1.0,242.67
1375.0,India,mobile,Organic,6.11,19.0,0.0,1.0,121.68
4530.0,usa,mobile,Referral,1.49,9.0,0.0,1.0,46.71
2160.0,usa,Mobile,Paid Ads,1.66,14.0,0.0,1.0,223.96
3635.0,India,desktop,Paid Ads,0.49,15.0,0.0,0.0,282.85
2570.0,india,Desktop,Organic,5.8,19.0,1.0,0.0,257.18
3560.0,usa,Desktop,Social,3.65,8.0,1.0,1.0,349.31
2319.0,UK,Mobile,Referral,1.16,15.0,0.0,0.0,100.09
4391.0,IND,desktop,Paid Ads,1.29,8.0,0.0,,180.33
3965.0,India,mobile,Referral,0.05,4.0,1.0,0.0,210.71
4643.0,UK,Mobile,Referral,19.18,,1.0,0.0,97.33
2855.0,,Tablet,Social,8.8,11.0,0.0,1.0,453.7
2372.0,india,desktop,Social,2.51,12.0,1.0,1.0,342.35
,India,,Social,14.6,9.0,0.0,0.0,50.47
4850.0,usa,Tablet,Paid Ads,5.65,18.0,0.0,,357.84
1872.0,india,Mobile,Referral,6.96,17.0,1.0,0.0,276.15
,IND,desktop,Referral,5.7,3.0,1.0,0.0,264.35
3317.0,india,Tablet,Paid Ads,7.07,13.0,0.0,0.0,494.94
2851.0,,desktop,Organic,0.94,6.0,1.0,1.0,311.01
3845.0,IND,Desktop,Social,4.13,14.0,1.0,1.0,448.88
2314.0,Uk,Tablet,Paid Ads,9.46,1.0,0.0,0.0,457.21
1724.0,IND,Tablet,Social,0.1,4.0,0.0,0.0,55.2
4236.0,UK,desktop,Referral,0.66,18.0,0.0,0.0,9.14
3052.0,india,Desktop,Paid Ads,1.41,11.0,1.0,1.0,220.46
3898.0,IND,Tablet,Organic,1.75,11.0,0.0,1.0,385.8
4450.0,Uk,Mobile,Social,1.01,8.0,0.0,1.0,412.98
1077.0,UK,desktop,Referral,4.9,4.0,0.0,0.0,394.81
4481.0,India,desktop,Referral,1.74,2.0,1.0,0.0,226.41
,IND,Tablet,Organic,0.86,1.0,,1.0,376.23
1131.0,IND,Desktop,Organic,11.81,10.0,0.0,1.0,360.79
1600.0,india,Tablet,Social,5.94,17.0,1.0,1.0,160.34
2772.0,UK,mobile,Referral,1.41,7.0,,1.0,88.52
2065.0,India,Tablet,Organic,2.24,7.0,0.0,0.0,312.6
3136.0,USA,mobile,Paid Ads,6.75,13.0,1.0,,340.16
,USA,Mobile,Organic,7.82,1.0,1.0,0.0,286.15
3343.0,usa,desktop,Paid Ads,,1.0,0.0,0.0,110.52
,,desktop,Referral,13.79,13.0,1.0,0.0,141.95
2318.0,IND,Desktop,Social,7.69,1.0,1.0,,355.7
1615.0,India,Tablet,Referral,9.72,6.0,1.0,0.0,481.5
4597.0,Uk,Mobile,Referral,0.78,10.0,1.0,0.0,472.69
3847.0,USA,mobile,Referral,0.77,1.0,1.0,0.0,262.23
4762.0,usa,Desktop,Referral,1.82,5.0,0.0,1.0,443.85
4708.0,India,Mobile,,0.33,2.0,0.0,1.0,19.58
3469.0,IND,Mobile,Organic,0.48,3.0,1.0,1.0,431.27
2888.0,USA,mobile,Social,0.77,3.0,0.0,1.0,240.69
2046.0,UK,mobile,Social,6.23,18.0,0.0,0.0,391.86
1574.0,usa,desktop,Social,0.15,8.0,0.0,0.0,7.76
3190.0,india,Tablet,Social,0.43,9.0,0.0,0.0,434.94
1992.0,USA,Desktop,Organic,14.43,,1.0,0.0,299.51
3712.0,usa,Tablet,Referral,0.44,2.0,1.0,1.0,123.91
3192.0,India,Desktop,Organic,3.86,16.0,1.0,0.0,177.0
2248.0,india,Mobile,Organic,5.14,7.0,0.0,,104.33
4054.0,usa,mobile,Referral,15.92,4.0,1.0,0.0,215.08
1502.0,usa,mobile,Organic,11.5,5.0,0.0,1.0,168.35
2997.0,IND,Mobile,Social,2.91,1.0,1.0,1.0,269.58
1820.0,Uk,Mobile,Social,14.25,10.0,1.0,1.0,408.32
4687.0,USA,Desktop,Referral,2.83,13.0,,0.0,491.23
3151.0,IND,Mobile,Referral,5.54,15.0,1.0,1.0,129.47
4110.0,UK,Desktop,Referral,1.5,1.0,0.0,1.0,57.72
2970.0,india,Tablet,Social,5.06,18.0,1.0,0.0,200.86
1197.0,Uk,mobile,Referral,3.86,14.0,0.0,0.0,
2669.0,usa,mobile,Organic,,18.0,0.0,1.0,417.95
3626.0,IND,mobile,Organic,5.74,12.0,0.0,,253.06
3438.0,Uk,Tablet,,0.95,12.0,1.0,1.0,311.88
2202.0,UK,Tablet,Paid Ads,1.79,5.0,1.0,0.0,79.55
3601.0,,desktop,Referral,6.66,7.0,0.0,1.0,376.06
2471.0,UK,Desktop,Paid Ads,0.89,13.0,0.0,0.0,486.92
4571.0,india,Desktop,Social,2.11,9.0,0.0,0.0,243.78
4086.0,India,desktop,Social,5.49,6.0,1.0,1.0,481.42
2646.0,IND,mobile,Organic,13.88,7.0,0.0,1.0,22.18
2692.0,india,Desktop,,,18.0,1.0,0.0,22.68
2312.0,India,Desktop,Paid Ads,3.63,15.0,1.0,0.0,480.21
3035.0,IND,,Paid Ads,0.43,8.0,1.0,1.0,351.63
1477.0,india,Mobile,Social,2.38,16.0,0.0,0.0,98.4
2254.0,UK,Mobile,Organic,0.96,17.0,1.0,,185.12
1922.0,india,desktop,Paid Ads,5.24,3.0,0.0,1.0,256.34
1419.0,Uk,Tablet,Social,7.09,13.0,0.0,0.0,352.81
3204.0,UK,,Organic,1.42,,1.0,0.0,421.8
3597.0,IND,Desktop,Social,6.24,15.0,1.0,1.0,45.91
4512.0,india,,Social,2.96,16.0,0.0,1.0,330.0
2120.0,usa,desktop,Organic,1.67,16.0,1.0,,240.97
4068.0,,,Social,3.71,19.0,1.0,0.0,300.82
4044.0,india,mobile,Paid Ads,2.39,4.0,1.0,1.0,256.72
4482.0,Uk,mobile,Social,1.31,19.0,1.0,1.0,228.09
1950.0,India,Tablet,Paid Ads,7.07,19.0,0.0,1.0,106.73
3336.0,India,Desktop,Referral,,2.0,1.0,1.0,238.81
2277.0,usa,Desktop,Referral,8.06,6.0,1.0,1.0,98.88
3243.0,IND,Desktop,Referral,2.41,13.0,1.0,0.0,27.08
3645.0,Uk,Desktop,Social,0.93,15.0,1.0,0.0,190.04
2857.0,india,desktop,Referral,9.18,10.0,1.0,0.0,17.35
4593.0,,Mobile,Referral,2.0,10.0,1.0,1.0,283.46
1516.0,India,Desktop,Social,344.5,4.0,1.0,1.0,816.5999999999999
2658.0,Uk,Mobile,Organic,8.5,14.0,1.0,1.0,
2865.0,UK,mobile,Social,7.31,8.0,1.0,0.0,490.17
,usa,Tablet,Paid Ads,2.47,,,0.0,9.89
2141.0,India,mobile,Social,13.9,12.0,0.0,1.0,
,India,Desktop,Organic,5.4,8.0,1.0,0.0,338.27
2932.0,usa,mobile,Referral,4.29,6.0,1.0,1.0,83.66
4230.0,IND,desktop,Social,5.99,15.0,0.0,,282.56
1814.0,india,Mobile,Referral,0.23,19.0,0.0,,132.8
3275.0,IND,Desktop,Paid Ads,2.48,14.0,1.0,1.0,115.27
2900.0,Uk,desktop,Organic,10.65,3.0,0.0,1.0,448.02
3263.0,UK,Mobile,Referral,0.88,,0.0,1.0,105.62
3995.0,USA,desktop,Referral,2.68,10.0,0.0,1.0,191.39
4767.0,USA,mobile,Referral,2.6,14.0,0.0,1.0,88.95
,USA,Desktop,Referral,2.2,14.0,0.0,0.0,145.52
4228.0,,mobile,Social,4.13,7.0,0.0,0.0,150.09
4719.0,India,Tablet,Organic,27.86,7.0,0.0,0.0,166.75
4332.0,UK,Desktop,Organic,1.48,11.0,0.0,1.0,322.33
4228.0,IND,mobile,Referral,6.1,18.0,1.0,1.0,372.58
3094.0,india,Desktop,,7.09,10.0,0.0,1.0,257.78
3371.0,USA,Mobile,,4.39,15.0,1.0,0.0,307.19
3891.0,IND,Desktop,Paid Ads,0.51,12.0,0.0,1.0,407.57
4756.0,USA,Desktop,Paid Ads,4.25,17.0,1.0,1.0,499.78
1129.0,UK,Mobile,Paid Ads,15.34,17.0,1.0,0.0,230.97
4482.0,USA,mobile,Organic,2.09,1.0,1.0,0.0,468.54
1094.0,india,Desktop,Referral,5.1,6.0,1.0,1.0,247.73
3674.0,Uk,desktop,Social,16.02,15.0,0.0,0.0,392.09
3802.0,Uk,Desktop,Social,8.0,19.0,1.0,0.0,288.75
2955.0,UK,mobile,Paid Ads,5.83,14.0,0.0,1.0,442.6
4363.0,Uk,Mobile,Paid Ads,17.73,10.0,1.0,0.0,227.11
1793.0,usa,mobile,Organic,0.94,10.0,0.0,0.0,349.43
2834.0,India,Tablet,Social,7.41,7.0,1.0,1.0,235.83
4354.0,usa,Desktop,Organic,2.61,7.0,0.0,0.0,429.23
3116.0,IND,Desktop,Paid Ads,2.23,14.0,0.0,0.0,497.21
2683.0,usa,Mobile,Referral,3.68,15.0,1.0,0.0,125.44
1010.0,,Desktop,Referral,0.17,9.0,0.0,1.0,239.8
4325.0,IND,,Referral,1.87,15.0,0.0,1.0,45.22
2865.0,India,desktop,Paid Ads,0.91,9.0,1.0,0.0,74.79
3919.0,india,mobile,Organic,0.75,7.0,0.0,1.0,464.93
3597.0,UK,Mobile,Referral,2.06,11.0,1.0,0.0,
4205.0,India,Tablet,Social,405.0,5.0,1.0,0.0,4011.6000000000004
1711.0,UK,mobile,Social,1.12,9.0,0.0,,337.38
3070.0,,Mobile,Paid Ads,3.79,6.0,1.0,1.0,282.28
1814.0,Uk,Mobile,Social,6.9,7.0,1.0,1.0,147.92
1345.0,usa,mobile,Social,1.38,14.0,0.0,1.0,117.17
3349.0,IND,,Paid Ads,12.9,19.0,0.0,0.0,297.17
1362.0,USA,Desktop,Organic,10.07,11.0,0.0,0.0,98.19
3443.0,USA,Tablet,Referral,1.45,7.0,1.0,0.0,
3265.0,UK,desktop,Paid Ads,,6.0,1.0,1.0,162.6
3188.0,IND,Desktop,Social,5.53,4.0,0.0,1.0,431.36
4687.0,UK,Mobile,Referral,1.69,,0.0,1.0,23.23
4005.0,India,Tablet,Referral,5.71,3.0,0.0,1.0,417.47
4281.0,india,Tablet,Referral,5.49,17.0,0.0,0.0,312.38
1984.0,,,Paid Ads,,15.0,0.0,0.0,24.98
4040.0,IND,Tablet,Referral,6.22,1.0,0.0,,303.01
,IND,Tablet,Organic,1.56,11.0,0.0,1.0,215.88
,india,Mobile,Social,19.31,13.0,0.0,0.0,421.36
1827.0,UK,Desktop,Paid Ads,9.76,3.0,0.0,1.0,454.06
3730.0,usa,Tablet,Paid Ads,6.85,13.0,0.0,1.0,146.81
4531.0,usa,mobile,Referral,0.13,18.0,1.0,0.0,393.16
4051.0,india,Desktop,Social,4.46,9.0,1.0,0.0,158.35
1355.0,usa,mobile,Referral,6.13,2.0,1.0,0.0,151.34
4055.0,USA,Tablet,Referral,9.62,8.0,0.0,1.0,100.36
2347.0,usa,,Paid Ads,14.61,2.0,0.0,1.0,340.85
4204.0,usa,Tablet,Organic,12.38,1.0,1.0,1.0,134.53
,usa,Mobile,Social,2.6,3.0,1.0,1.0,235.1
4876.0,USA,,Social,11.34,17.0,1.0,1.0,407.0
2863.0,UK,mobile,Social,0.0,7.0,0.0,0.0,397.0
1126.0,usa,Mobile,Social,2.17,10.0,0.0,0.0,428.44
4177.0,Uk,desktop,Organic,0.6,19.0,1.0,0.0,84.73
4056.0,USA,mobile,Paid Ads,10.73,9.0,0.0,0.0,295.51
1603.0,india,Tablet,Organic,13.15,18.0,1.0,1.0,457.85
,India,mobile,Referral,1.48,15.0,1.0,,25.81
4449.0,india,desktop,Paid Ads,2.29,17.0,1.0,0.0,398.29
2928.0,India,mobile,Organic,20.64,17.0,0.0,0.0,126.89
2013.0,india,Mobile,Social,4.17,,1.0,0.0,336.48
1050.0,Uk,mobile,,3.44,9.0,0.0,1.0,360.12
4100.0,India,Desktop,Paid Ads,,,1.0,1.0,463.16
4533.0,India,desktop,Organic,5.96,19.0,1.0,0.0,256.86
4367.0,IND,mobile,Paid Ads,15.45,8.0,0.0,1.0,424.87
4368.0,India,,Social,2.28,6.0,0.0,0.0,27.43
4797.0,India,Mobile,Organic,0.95,17.0,1.0,0.0,213.17
3826.0,IND,Desktop,Social,1.02,6.0,0.0,0.0,222.56
,usa,Tablet,Paid Ads,,13.0,1.0,1.0,271.45
2792.0,usa,,Paid Ads,4.05,2.0,1.0,0.0,243.26
3861.0,IND,,Paid Ads,13.23,12.0,,1.0,484.14
2636.0,USA,desktop,Paid Ads,,7.0,1.0,1.0,43.88
4476.0,India,desktop,Paid Ads,24.78,6.0,1.0,1.0,
,India,Mobile,Referral,12.01,17.0,1.0,1.0,484.47
,,mobile,Paid Ads,3.38,8.0,,0.0,225.42
3467.0,IND,,Paid Ads,3.33,6.0,1.0,1.0,287.72
2205.0,USA,mobile,Social,4.95,19.0,1.0,,45.11
4030.0,Uk,Desktop,Paid Ads,0.59,9.0,1.0,0.0,145.61
3872.0,usa,mobile,Organic,4.68,16.0,0.0,1.0,24.63
4072.0,india,Desktop,Paid Ads,3.12,18.0,0.0,0.0,73.06
2854.0,,desktop,Referral,5.15,19.0,1.0,0.0,318.49
1566.0,UK,Desktop,Paid Ads,4.16,7.0,1.0,1.0,382.99
,,Tablet,Social,1.86,8.0,0.0,1.0,435.69
1935.0,India,Mobile,Organic,4.68,19.0,1.0,1.0,129.47
2934.0,UK,Desktop,Organic,2.28,1.0,0.0,1.0,169.77
3708.0,Uk,mobile,Paid Ads,1.08,13.0,0.0,0.0,286.85
4502.0,IND,Desktop,Paid Ads,5.62,1.0,0.0,0.0,46.42
4016.0,USA,desktop,Paid Ads,1.83,11.0,1.0,1.0,404.33
2332.0,usa,Desktop,Paid Ads,10.99,2.0,1.0,1.0,244.23
4208.0,USA,Tablet,Social,1.11,3.0,,0.0,482.93
1201.0,UK,Desktop,Social,4.58,13.0,0.0,0.0,63.07
4507.0,usa,Tablet,Organic,4.24,7.0,1.0,1.0,70.98
3360.0,Uk,mobile,Paid Ads,1.1,2.0,1.0,1.0,177.55
1116.0,India,,Social,2.9,2.0,0.0,1.0,107.35
4737.0,india,Mobile,Social,,3.0,0.0,1.0,349.81
1936.0,USA,mobile,Organic,1.92,13.0,0.0,1.0,473.67
4874.0,USA,mobile,Organic,0.6,12.0,1.0,1.0,49.5
1574.0,india,Mobile,Referral,4.78,1.0,1.0,1.0,124.91
3291.0,USA,Desktop,Social,1.27,18.0,0.0,0.0,122.76
1536.0,USA,Desktop,Organic,5.72,5.0,1.0,0.0,256.99
2625.0,usa,Desktop,Social,9.15,19.0,1.0,0.0,228.75
3122.0,,desktop,Social,0.66,10.0,0.0,0.0,364.8
,india,mobile,Paid Ads,2.88,6.0,1.0,0.0,
1385.0,,Tablet,Paid Ads,2.94,18.0,1.0,0.0,288.51
4974.0,India,Mobile,Paid Ads,5.01,15.0,0.0,1.0,297.56
4281.0,Uk,mobile,Paid Ads,2.04,14.0,0.0,1.0,421.95
1474.0,Uk,Desktop,Social,2.71,16.0,1.0,1.0,201.48
1417.0,,Mobile,Referral,0.06,4.0,1.0,1.0,11.11
3394.0,USA,Tablet,Referral,0.65,19.0,0.0,1.0,110.45
4600.0,India,mobile,Referral,,8.0,1.0,0.0,22.5
3687.0,india,mobile,Social,1.22,1.0,0.0,0.0,199.78
1938.0,UK,desktop,Referral,0.78,13.0,,0.0,182.13
1954.0,india,mobile,Social,1.96,9.0,0.0,0.0,53.82
1875.0,usa,mobile,Organic,0.89,1.0,1.0,0.0,378.74
1762.0,USA,,Referral,0.31,15.0,0.0,0.0,278.77
2202.0,IND,Tablet,Social,1.67,15.0,1.0,0.0,116.72
2205.0,india,Mobile,Organic,0.9,14.0,0.0,0.0,380.77
1663.0,UK,Desktop,Paid Ads,8.03,5.0,0.0,1.0,335.63
1024.0,USA,Tablet,Organic,0.32,17.0,1.0,0.0,99.84
2990.0,India,Mobile,Organic,6.88,6.0,0.0,1.0,491.53
2203.0,UK,mobile,Referral,2.41,,0.0,1.0,
1709.0,usa,Mobile,Paid Ads,5.62,19.0,1.0,1.0,386.99
4572.0,Uk,Mobile,Paid Ads,0.27,17.0,1.0,0.0,484.3
2879.0,India,Mobile,Referral,12.67,7.0,0.0,0.0,364.12
2184.0,india,Mobile,Organic,7.29,,0.0,0.0,334.56
3224.0,india,Tablet,Social,0.75,15.0,1.0,0.0,452.14
1284.0,India,,Referral,1.23,6.0,,0.0,138.22
1062.0,india,Mobile,Organic,5.16,1.0,0.0,0.0,142.19
2002.0,UK,desktop,Social,12.73,9.0,0.0,,322.37
1661.0,,mobile,Referral,2.95,7.0,1.0,0.0,441.66
3713.0,india,mobile,Referral,3.32,19.0,1.0,0.0,310.6
3203.0,usa,,Paid Ads,,4.0,1.0,0.0,488.64
4953.0,USA,mobile,Paid Ads,2.41,,1.0,0.0,
2492.0,UK,mobile,Paid Ads,1.68,9.0,0.0,0.0,413.81
4120.0,IND,Mobile,Social,2.16,2.0,1.0,0.0,464.0
,india,Desktop,Referral,0.1,16.0,1.0,1.0,216.37
1848.0,india,desktop,Paid Ads,0.21,2.0,1.0,0.0,481.18
2107.0,usa,Tablet,Paid Ads,5.71,3.0,1.0,0.0,105.06
4432.0,UK,desktop,Referral,5.73,14.0,0.0,0.0,476.65
1688.0,usa,Tablet,Social,2.0,13.0,1.0,1.0,451.89
,Uk,Tablet,Paid Ads,10.83,,1.0,1.0,37.74
4701.0,UK,desktop,Organic,1.55,10.0,0.0,1.0,263.06
1341.0,India,Mobile,Social,2.52,3.0,0.0,1.0,
3523.0,,mobile,Paid Ads,6.57,4.0,1.0,0.0,33.2
2086.0,India,Mobile,Organic,6.8,5.0,1.0,0.0,24.57
2724.0,usa,mobile,Paid Ads,9.87,11.0,1.0,0.0,7.52
2383.0,India,Desktop,Social,0.15,6.0,0.0,1.0,264.63
3608.0,UK,Tablet,Referral,1.02,1.0,1.0,0.0,234.59
1326.0,India,,Referral,5.12,19.0,0.0,0.0,470.53
2792.0,IND,Desktop,Social,2.06,7.0,0.0,1.0,174.44
2759.0,India,mobile,Paid Ads,0.22,10.0,0.0,0.0,330.82
4212.0,india,Mobile,Social,4.42,12.0,0.0,1.0,8.74
,Uk,desktop,Organic,2.5,12.0,1.0,0.0,333.45
3262.0,usa,Tablet,Paid Ads,2.26,1.0,0.0,1.0,457.16
3482.0,USA,,Social,1.54,9.0,1.0,0.0,180.61
,Uk,Tablet,Referral,0.03,17.0,0.0,1.0,160.46
1951.0,IND,mobile,Social,,12.0,1.0,1.0,314.88
1722.0,usa,Tablet,Paid Ads,3.21,2.0,1.0,1.0,167.63
4389.0,UK,Mobile,Social,1.61,9.0,1.0,1.0,
3079.0,usa,Desktop,Referral,10.37,12.0,0.0,1.0,140.19
3717.0,india,Desktop,Organic,0.77,4.0,0.0,0.0,nan
3332.0,UK,Mobile,Social,10.41,12.0,1.0,0.0,341.31
4376.0,,Tablet,Social,2.59,18.0,,0.0,461.58
1428.0,Uk,Mobile,Organic,1.61,3.0,1.0,1.0,293.64
2500.0,India,desktop,Social,1.81,1.0,0.0,1.0,9.97
1285.0,UK,Mobile,Referral,2.0,,0.0,0.0,135.63
4215.0,india,Tablet,Organic,3.53,8.0,0.0,1.0,476.36
4495.0,India,Mobile,Referral,2.18,19.0,1.0,0.0,455.61
4090.0,,mobile,Referral,5.21,4.0,1.0,0.0,62.25
3065.0,usa,Mobile,Referral,2.77,16.0,0.0,1.0,454.67
1768.0,Uk,Mobile,Paid Ads,5.57,17.0,1.0,0.0,482.44
3637.0,India,Tablet,Organic,4.64,9.0,0.0,1.0,165.66
2394.0,IND,,Paid Ads,1.4,8.0,1.0,1.0,352.0
4246.0,IND,desktop,Paid Ads,,19.0,1.0,1.0,282.19
4057.0,Uk,,Social,8.02,7.0,1.0,0.0,171.84
1193.0,IND,Tablet,Organic,,12.0,0.0,0.0,80.9
3549.0,usa,Tablet,Social,0.96,1.0,,1.0,186.63
1987.0,india,mobile,Paid Ads,9.41,17.0,0.0,0.0,464.26
2136.0,USA,,Social,10.28,6.0,0.0,1.0,406.57
3161.0,India,Mobile,Referral,5.14,5.0,0.0,0.0,168.68
4293.0,USA,Tablet,Paid Ads,3.53,7.0,1.0,1.0,276.1
2701.0,india,Tablet,Referral,15.76,12.0,1.0,1.0,205.95
1946.0,india,Tablet,,18.0,5.0,0.0,0.0,235.79
1830.0,usa,desktop,Social,5.13,2.0,1.0,0.0,381.8
4715.0,IND,Tablet,Paid Ads,2.23,4.0,0.0,1.0,273.79
2920.0,IND,Mobile,Organic,8.5,17.0,0.0,0.0,94.62
4335.0,india,Tablet,Referral,0.47,8.0,,1.0,138.17
3972.0,usa,Mobile,Social,1.72,5.0,1.0,0.0,286.06
1054.0,usa,mobile,Social,21.19,17.0,1.0,0.0,347.95
4942.0,Uk,Desktop,Paid Ads,8.42,,1.0,1.0,256.52
4714.0,UK,desktop,Social,14.03,18.0,0.0,0.0,312.0
1799.0,India,Mobile,Social,4.52,18.0,1.0,0.0,395.74
1777.0,UK,mobile,Referral,2.62,18.0,0.0,0.0,274.97
2481.0,IND,Desktop,Referral,19.48,16.0,0.0,0.0,488.71
2901.0,india,Desktop,Referral,92.5,11.0,1.0,0.0,2432.2
3209.0,Uk,Desktop,Organic,7.08,8.0,1.0,0.0,
4451.0,USA,Mobile,Organic,4.08,12.0,0.0,,127.59
3134.0,IND,mobile,Social,1.3,18.0,0.0,0.0,268.16
1054.0,India,Tablet,Organic,0.09,,1.0,0.0,230.67
4547.0,usa,mobile,Paid Ads,2.42,8.0,1.0,1.0,189.58
2823.0,india,mobile,Referral,3.97,,0.0,0.0,481.55
2201.0,IND,mobile,Organic,1.01,17.0,1.0,1.0,139.79
4462.0,USA,Mobile,Social,2.68,2.0,1.0,0.0,339.06
,India,Mobile,Referral,4.78,15.0,,0.0,403.01
4079.0,India,Mobile,Organic,6.27,,1.0,0.0,102.52
1832.0,Uk,mobile,Referral,0.27,1.0,0.0,1.0,486.71
,IND,Mobile,Organic,5.46,2.0,1.0,0.0,275.59
3806.0,USA,Desktop,Social,0.29,4.0,0.0,1.0,457.67
2858.0,India,Mobile,Organic,0.14,16.0,0.0,0.0,333.62
3007.0,india,desktop,Organic,0.83,12.0,1.0,0.0,326.47
3006.0,,Mobile,Organic,5.3,17.0,1.0,1.0,176.07
3490.0,USA,Mobile,Referral,0.27,4.0,1.0,0.0,386.44
2790.0,usa,Mobile,Organic,0.11,16.0,1.0,1.0,19.74
1327.0,usa,Mobile,Organic,0.63,7.0,0.0,0.0,280.13
4125.0,Uk,desktop,Organic,14.95,8.0,1.0,1.0,20.91
3808.0,IND,Tablet,Referral,11.89,9.0,1.0,1.0,156.9
4310.0,USA,Mobile,Social,0.45,14.0,0.0,1.0,52.67
4300.0,Uk,Desktop,Social,1.81,9.0,0.0,0.0,456.24
3626.0,UK,desktop,Social,14.71,15.0,0.0,1.0,
4122.0,India,Tablet,Organic,0.51,4.0,1.0,,335.91
4680.0,UK,Mobile,Referral,0.5,3.0,0.0,0.0,426.31
4675.0,India,Tablet,Social,0.45,10.0,1.0,1.0,367.85
,usa,Desktop,Social,18.75,4.0,0.0,,66.48
2287.0,Uk,desktop,Social,6.8,18.0,,1.0,310.68
4489.0,usa,desktop,Paid Ads,1.21,11.0,0.0,1.0,489.19
4874.0,india,Tablet,Referral,0.24,19.0,0.0,1.0,110.99
3143.0,UK,Mobile,Paid Ads,16.8,,1.0,,311.76
2111.0,UK,mobile,Organic,2.77,18.0,1.0,1.0,283.99
,usa,desktop,,4.56,13.0,1.0,1.0,198.86
2311.0,,mobile,,1.64,4.0,0.0,0.0,477.54
,India,desktop,Referral,7.1,3.0,1.0,0.0,181.42
3861.0,Uk,,Organic,1.1,16.0,,0.0,51.37
3538.0,india,Mobile,Organic,7.73,14.0,1.0,0.0,481.46
4983.0,Uk,desktop,Social,1.31,10.0,1.0,0.0,365.96
1451.0,,Tablet,Referral,0.52,,0.0,0.0,174.51
2523.0,Uk,Mobile,Organic,3.26,8.0,0.0,1.0,143.85
1164.0,UK,Mobile,Paid Ads,8.39,16.0,1.0,1.0,464.37
1181.0,india,Desktop,Social,2.43,10.0,0.0,1.0,140.41
3516.0,UK,Mobile,Paid Ads,0.15,7.0,1.0,0.0,270.89
1909.0,IND,Desktop,Social,4.03,19.0,1.0,0.0,111.4
3782.0,UK,Mobile,Organic,5.7,18.0,1.0,1.0,497.63
1822.0,usa,Mobile,Social,6.75,13.0,1.0,1.0,385.91
1943.0,,Tablet,Organic,2.57,8.0,1.0,0.0,285.98
3001.0,India,Tablet,Paid Ads,0.51,14.0,1.0,0.0,374.18
3054.0,Uk,Mobile,Organic,4.39,9.0,1.0,1.0,458.6
1329.0,USA,desktop,Social,2.0,12.0,1.0,0.0,481.75
1774.0,india,,Social,14.68,6.0,1.0,0.0,
4744.0,usa,Mobile,Social,3.49,12.0,1.0,0.0,425.29
3198.0,UK,desktop,Paid Ads,3.2,19.0,1.0,1.0,201.91
